IDCliente;NombreCliente;Ciudad;Pais;Latitud;Longitud;IDProducto;NombreProducto;CostoUSD;Categoria;Margen;CodigoPedido;FechaVenta;Unidades;CostoTotalUSD;VentaUSD;VentaTotalUSD
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP3;Iphone 3;1200;Gama Baja;0,25;165438;2008-01-08;46;55200;1500;69000
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP4;Iphone 4;1400;Gama Media;0,35;165439;2008-01-08;58;81200;1890;109620
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP5;Iphone 5;1600;Gama Media;0,35;165440;2008-01-08;56;89600;2160;120960
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP6;Iphone 6;1800;Gama Alta;0,45;165441;2008-01-08;52;93600;2610;135720
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS1;Galaxy S1;850;Gama Baja;0,25;165442;2008-01-08;30;25500;1062,5;31875
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS2;Galaxy S2;925;Gama Baja;0,25;165443;2008-01-08;28;25900;1156,25;32375
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS3;Galaxy S3;1000;Gama Media;0,35;165444;2008-01-08;36;36000;1350;48600
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS4;Galaxy S4;1075;Gama Media;0,35;165445;2008-01-08;28;30100;1451,25;40635
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS5;Galaxy S5;1150;Gama Alta;0,45;165446;2008-01-08;36;41400;1667,5;60030
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS6;Galaxy S6;1225;Gama Alta;0,45;165447;2008-01-08;36;44100;1776,25;63945
171251;Infotect;Lima;Perú;-12,061354;-77,037754;MG;Motorola G;780;Gama Media;0,35;165448;2008-01-08;52;40560;1053;54756
171251;Infotect;Lima;Perú;-12,061354;-77,037754;MX;Motorola X;548;Gama Media;0,35;165449;2008-01-08;54;29592;739,8;39949,2
171251;Infotect;Lima;Perú;-12,061354;-77,037754;SXU;Sony Xperia U;999;Gama Alta;0,45;165450;2008-01-08;34;33966;1448,55;49250,7
171251;Infotect;Lima;Perú;-12,061354;-77,037754;AO1;Alcatel One;700;Gama Baja;0,25;165451;2008-01-08;34;23800;875;29750
171251;Infotect;Lima;Perú;-12,061354;-77,037754;LGP;LG Pro;358;Gama Alta;0,45;165452;2008-01-08;28;10024;519,1;14534,8
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP2;Iphone 2;1000;Gama Baja;0,25;165453;2008-01-08;46;46000;1250;57500
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP3;Iphone 3;1200;Gama Baja;0,25;165454;2008-01-08;24;28800;1500;36000
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP4;Iphone 4;1400;Gama Media;0,35;165455;2008-01-08;48;67200;1890;90720
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP5;Iphone 5;1600;Gama Media;0,35;165456;2008-01-08;34;54400;2160;73440
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP6;Iphone 6;1800;Gama Alta;0,45;165457;2008-01-08;38;68400;2610;99180
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS1;Galaxy S1;850;Gama Baja;0,25;165458;2008-01-08;26;22100;1062,5;27625
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS2;Galaxy S2;925;Gama Baja;0,25;165459;2008-01-08;36;33300;1156,25;41625
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS3;Galaxy S3;1000;Gama Media;0,35;165460;2008-01-08;32;32000;1350;43200
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS4;Galaxy S4;1075;Gama Media;0,35;165461;2008-01-08;52;55900;1451,25;75465
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS5;Galaxy S5;1150;Gama Alta;0,45;165462;2008-01-08;42;48300;1667,5;70035
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS6;Galaxy S6;1225;Gama Alta;0,45;165463;2008-01-08;52;63700;1776,25;92365
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;MG;Motorola G;780;Gama Media;0,35;165464;2008-01-08;42;32760;1053;44226
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;MX;Motorola X;548;Gama Media;0,35;165465;2008-01-08;52;28496;739,8;38469,6
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;SXU;Sony Xperia U;999;Gama Alta;0,45;165466;2008-01-08;24;23976;1448,55;34765,2
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;AO1;Alcatel One;700;Gama Baja;0,25;165467;2008-01-08;52;36400;875;45500
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;LGP;LG Pro;358;Gama Alta;0,45;165468;2008-01-08;28;10024;519,1;14534,8
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP2;Iphone 2;1000;Gama Baja;0,25;165469;2008-02-08;42;42000;1250;52500
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP3;Iphone 3;1200;Gama Baja;0,25;165470;2008-02-08;52;62400;1500;78000
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP4;Iphone 4;1400;Gama Media;0,35;165471;2008-02-08;46;64400;1890;86940
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP5;Iphone 5;1600;Gama Media;0,35;165472;2008-02-08;28;44800;2160;60480
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP6;Iphone 6;1800;Gama Alta;0,45;165473;2008-02-08;34;61200;2610;88740
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS1;Galaxy S1;850;Gama Baja;0,25;165474;2008-02-08;38;32300;1062,5;40375
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS2;Galaxy S2;925;Gama Baja;0,25;165475;2008-02-08;26;24050;1156,25;30062,5
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS3;Galaxy S3;1000;Gama Media;0,35;165476;2008-02-08;38;38000;1350;51300
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS4;Galaxy S4;1075;Gama Media;0,35;165477;2008-02-08;36;38700;1451,25;52245
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS5;Galaxy S5;1150;Gama Alta;0,45;165478;2008-02-08;32;36800;1667,5;53360
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS6;Galaxy S6;1225;Gama Alta;0,45;165479;2008-02-08;28;34300;1776,25;49735
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;MG;Motorola G;780;Gama Media;0,35;165480;2008-02-08;34;26520;1053;35802
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;MX;Motorola X;548;Gama Media;0,35;165481;2008-02-08;48;26304;739,8;35510,4
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;SXU;Sony Xperia U;999;Gama Alta;0,45;165482;2008-02-08;38;37962;1448,55;55044,9
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;AO1;Alcatel One;700;Gama Baja;0,25;165483;2008-02-08;34;23800;875;29750
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;LGP;LG Pro;358;Gama Alta;0,45;165484;2008-02-08;40;14320;519,1;20764
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP2;Iphone 2;1000;Gama Baja;0,25;165485;2008-02-08;68;68000;1250;85000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP3;Iphone 3;1200;Gama Baja;0,25;165486;2008-02-08;64;76800;1500;96000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP4;Iphone 4;1400;Gama Media;0,35;165487;2008-02-08;78;109200;1890;147420
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP5;Iphone 5;1600;Gama Media;0,35;165488;2008-02-08;46;73600;2160;99360
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP6;Iphone 6;1800;Gama Alta;0,45;165489;2008-02-08;48;86400;2610;125280
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS1;Galaxy S1;850;Gama Baja;0,25;165490;2008-02-08;48;40800;1062,5;51000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS2;Galaxy S2;925;Gama Baja;0,25;165491;2008-02-08;82;75850;1156,25;94812,5
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS3;Galaxy S3;1000;Gama Media;0,35;165492;2008-02-08;42;42000;1350;56700
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS4;Galaxy S4;1075;Gama Media;0,35;165493;2008-02-08;50;53750;1451,25;72562,5
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS5;Galaxy S5;1150;Gama Alta;0,45;165494;2008-02-08;84;96600;1667,5;140070
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS6;Galaxy S6;1225;Gama Alta;0,45;165495;2008-02-08;50;61250;1776,25;88812,5
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;MG;Motorola G;780;Gama Media;0,35;165496;2008-02-08;54;42120;1053;56862
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;MX;Motorola X;548;Gama Media;0,35;165497;2008-02-08;56;30688;739,8;41428,8
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;SXU;Sony Xperia U;999;Gama Alta;0,45;165498;2008-02-08;46;45954;1448,55;66633,3
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;AO1;Alcatel One;700;Gama Baja;0,25;165499;2008-02-08;52;36400;875;45500
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;LGP;LG Pro;358;Gama Alta;0,45;165500;2008-02-08;42;15036;519,1;21802,2
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP2;Iphone 2;1000;Gama Baja;0,25;165501;2008-02-08;48;48000;1250;60000
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP3;Iphone 3;1200;Gama Baja;0,25;165502;2008-02-08;52;62400;1500;78000
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP4;Iphone 4;1400;Gama Media;0,35;165503;2008-02-08;36;50400;1890;68040
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP5;Iphone 5;1600;Gama Media;0,35;165504;2008-02-08;30;48000;2160;64800
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP6;Iphone 6;1800;Gama Alta;0,45;165505;2008-02-08;56;100800;2610;146160
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS1;Galaxy S1;850;Gama Baja;0,25;165506;2008-02-08;26;22100;1062,5;27625
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS2;Galaxy S2;925;Gama Baja;0,25;165507;2008-02-08;48;44400;1156,25;55500
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS3;Galaxy S3;1000;Gama Media;0,35;165508;2008-02-08;30;30000;1350;40500
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS4;Galaxy S4;1075;Gama Media;0,35;165509;2008-02-08;36;38700;1451,25;52245
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS5;Galaxy S5;1150;Gama Alta;0,45;165510;2008-02-08;42;48300;1667,5;70035
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS6;Galaxy S6;1225;Gama Alta;0,45;165511;2008-02-08;38;46550;1776,25;67497,5
171219;Tottus;Lima;Perú;-12,048157;-77,058537;MG;Motorola G;780;Gama Media;0,35;165512;2008-02-08;26;20280;1053;27378
171219;Tottus;Lima;Perú;-12,048157;-77,058537;MX;Motorola X;548;Gama Media;0,35;165513;2008-02-08;46;25208;739,8;34030,8
171219;Tottus;Lima;Perú;-12,048157;-77,058537;SXU;Sony Xperia U;999;Gama Alta;0,45;165514;2008-02-08;38;37962;1448,55;55044,9
171219;Tottus;Lima;Perú;-12,048157;-77,058537;AO1;Alcatel One;700;Gama Baja;0,25;165515;2008-02-08;48;33600;875;42000
171219;Tottus;Lima;Perú;-12,048157;-77,058537;LGP;LG Pro;358;Gama Alta;0,45;165516;2008-02-08;42;15036;519,1;21802,2
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP2;Iphone 2;1000;Gama Baja;0,25;165517;2008-02-08;24;24000;1250;30000
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP3;Iphone 3;1200;Gama Baja;0,25;165518;2008-02-08;36;43200;1500;54000
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP4;Iphone 4;1400;Gama Media;0,35;165519;2008-02-08;58;81200;1890;109620
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP5;Iphone 5;1600;Gama Media;0,35;165520;2008-02-08;46;73600;2160;99360
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP6;Iphone 6;1800;Gama Alta;0,45;165521;2008-02-08;54;97200;2610;140940
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS1;Galaxy S1;850;Gama Baja;0,25;165522;2008-02-08;44;37400;1062,5;46750
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS2;Galaxy S2;925;Gama Baja;0,25;165523;2008-02-08;44;40700;1156,25;50875
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS3;Galaxy S3;1000;Gama Media;0,35;165524;2008-02-08;44;44000;1350;59400
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS4;Galaxy S4;1075;Gama Media;0,35;165525;2008-02-08;32;34400;1451,25;46440
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS5;Galaxy S5;1150;Gama Alta;0,45;165526;2008-02-08;58;66700;1667,5;96715
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS6;Galaxy S6;1225;Gama Alta;0,45;165527;2008-02-08;44;53900;1776,25;78155
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;MG;Motorola G;780;Gama Media;0,35;165528;2008-02-08;44;34320;1053;46332
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;MX;Motorola X;548;Gama Media;0,35;165529;2008-02-08;26;14248;739,8;19234,8
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;SXU;Sony Xperia U;999;Gama Alta;0,45;165530;2008-02-08;40;39960;1448,55;57942
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;AO1;Alcatel One;700;Gama Baja;0,25;165531;2008-02-08;54;37800;875;47250
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;LGP;LG Pro;358;Gama Alta;0,45;165532;2008-02-08;30;10740;519,1;15573
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP2;Iphone 2;1000;Gama Baja;0,25;165533;2008-02-08;26;26000;1250;32500
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP3;Iphone 3;1200;Gama Baja;0,25;165534;2008-02-08;54;64800;1500;81000
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP4;Iphone 4;1400;Gama Media;0,35;165535;2008-02-08;40;56000;1890;75600
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP5;Iphone 5;1600;Gama Media;0,35;165536;2008-02-08;58;92800;2160;125280
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP6;Iphone 6;1800;Gama Alta;0,45;165537;2008-02-08;38;68400;2610;99180
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS1;Galaxy S1;850;Gama Baja;0,25;165538;2008-02-08;28;23800;1062,5;29750
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS2;Galaxy S2;925;Gama Baja;0,25;165539;2008-02-08;56;51800;1156,25;64750
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS3;Galaxy S3;1000;Gama Media;0,35;165540;2008-02-08;58;58000;1350;78300
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS4;Galaxy S4;1075;Gama Media;0,35;165541;2008-02-08;36;38700;1451,25;52245
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS5;Galaxy S5;1150;Gama Alta;0,45;165542;2008-02-08;52;59800;1667,5;86710
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS6;Galaxy S6;1225;Gama Alta;0,45;165543;2008-02-08;48;58800;1776,25;85260
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;MG;Motorola G;780;Gama Media;0,35;165544;2008-02-08;56;43680;1053;58968
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;MX;Motorola X;548;Gama Media;0,35;165545;2008-02-08;30;16440;739,8;22194
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;SXU;Sony Xperia U;999;Gama Alta;0,45;165546;2008-02-08;34;33966;1448,55;49250,7
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;AO1;Alcatel One;700;Gama Baja;0,25;165547;2008-02-08;36;25200;875;31500
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;LGP;LG Pro;358;Gama Alta;0,45;165548;2008-02-08;42;15036;519,1;21802,2
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP2;Iphone 2;1000;Gama Baja;0,25;165549;2008-02-08;78;78000;1250;97500
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP3;Iphone 3;1200;Gama Baja;0,25;165550;2008-02-08;72;86400;1500;108000
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP4;Iphone 4;1400;Gama Media;0,35;165551;2008-02-08;102;142800;1890;192780
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP5;Iphone 5;1600;Gama Media;0,35;165552;2008-02-08;102;163200;2160;220320
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP6;Iphone 6;1800;Gama Alta;0,45;165553;2008-02-08;72;129600;2610;187920
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS1;Galaxy S1;850;Gama Baja;0,25;165554;2008-02-08;86;73100;1062,5;91375
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS2;Galaxy S2;925;Gama Baja;0,25;165555;2008-02-08;80;74000;1156,25;92500
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS3;Galaxy S3;1000;Gama Media;0,35;165556;2008-02-08;76;76000;1350;102600
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS4;Galaxy S4;1075;Gama Media;0,35;165557;2008-02-08;82;88150;1451,25;119002,5
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS5;Galaxy S5;1150;Gama Alta;0,45;165558;2008-02-08;80;92000;1667,5;133400
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS6;Galaxy S6;1225;Gama Alta;0,45;165559;2008-02-08;98;120050;1776,25;174072,5
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;MG;Motorola G;780;Gama Media;0,35;165560;2008-02-08;80;62400;1053;84240
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;MX;Motorola X;548;Gama Media;0,35;165561;2008-02-08;104;56992;739,8;76939,2
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;SXU;Sony Xperia U;999;Gama Alta;0,45;165562;2008-02-08;74;73926;1448,55;107192,7
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;AO1;Alcatel One;700;Gama Baja;0,25;165563;2008-02-08;104;72800;875;91000
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;LGP;LG Pro;358;Gama Alta;0,45;165564;2008-02-08;66;23628;519,1;34260,6
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP2;Iphone 2;1000;Gama Baja;0,25;165565;2008-02-08;48;48000;1250;60000
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP3;Iphone 3;1200;Gama Baja;0,25;165566;2008-02-08;86;103200;1500;129000
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP4;Iphone 4;1400;Gama Media;0,35;165567;2008-02-08;72;100800;1890;136080
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP5;Iphone 5;1600;Gama Media;0,35;165568;2008-02-08;66;105600;2160;142560
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP6;Iphone 6;1800;Gama Alta;0,45;165569;2008-02-08;72;129600;2610;187920
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS1;Galaxy S1;850;Gama Baja;0,25;165570;2008-02-08;86;73100;1062,5;91375
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS2;Galaxy S2;925;Gama Baja;0,25;165571;2008-02-08;46;42550;1156,25;53187,5
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS3;Galaxy S3;1000;Gama Media;0,35;165572;2008-02-08;54;54000;1350;72900
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS4;Galaxy S4;1075;Gama Media;0,35;165573;2008-02-08;78;83850;1451,25;113197,5
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS5;Galaxy S5;1150;Gama Alta;0,45;165574;2008-02-08;84;96600;1667,5;140070
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS6;Galaxy S6;1225;Gama Alta;0,45;165575;2008-02-08;68;83300;1776,25;120785
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;MG;Motorola G;780;Gama Media;0,35;165576;2008-02-08;84;65520;1053;88452
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;MX;Motorola X;548;Gama Media;0,35;165577;2008-02-08;60;32880;739,8;44388
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;SXU;Sony Xperia U;999;Gama Alta;0,45;165578;2008-02-08;58;57942;1448,55;84015,9
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;AO1;Alcatel One;700;Gama Baja;0,25;165579;2008-02-08;70;49000;875;61250
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;LGP;LG Pro;358;Gama Alta;0,45;165580;2008-02-08;48;17184;519,1;24916,8
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP2;Iphone 2;1000;Gama Baja;0,25;165581;2008-02-08;34;34000;1250;42500
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP3;Iphone 3;1200;Gama Baja;0,25;165582;2008-02-08;30;36000;1500;45000
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP4;Iphone 4;1400;Gama Media;0,35;165583;2008-02-08;34;47600;1890;64260
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP5;Iphone 5;1600;Gama Media;0,35;165584;2008-02-08;26;41600;2160;56160
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP6;Iphone 6;1800;Gama Alta;0,45;165585;2008-02-08;42;75600;2610;109620
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS1;Galaxy S1;850;Gama Baja;0,25;165586;2008-02-08;40;34000;1062,5;42500
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS2;Galaxy S2;925;Gama Baja;0,25;165587;2008-02-08;50;46250;1156,25;57812,5
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS3;Galaxy S3;1000;Gama Media;0,35;165588;2008-02-08;26;26000;1350;35100
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS4;Galaxy S4;1075;Gama Media;0,35;165589;2008-02-08;38;40850;1451,25;55147,5
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS5;Galaxy S5;1150;Gama Alta;0,45;165590;2008-02-08;30;34500;1667,5;50025
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS6;Galaxy S6;1225;Gama Alta;0,45;165591;2008-02-08;42;51450;1776,25;74602,5
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;MG;Motorola G;780;Gama Media;0,35;165592;2008-02-08;28;21840;1053;29484
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;MX;Motorola X;548;Gama Media;0,35;165593;2008-02-08;24;13152;739,8;17755,2
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;SXU;Sony Xperia U;999;Gama Alta;0,45;165594;2008-02-08;28;27972;1448,55;40559,4
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;AO1;Alcatel One;700;Gama Baja;0,25;165595;2008-02-08;42;29400;875;36750
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;LGP;LG Pro;358;Gama Alta;0,45;165596;2008-02-08;42;15036;519,1;21802,2
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP2;Iphone 2;1000;Gama Baja;0,25;165597;2008-02-08;76;76000;1250;95000
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP3;Iphone 3;1200;Gama Baja;0,25;165598;2008-02-08;102;122400;1500;153000
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP4;Iphone 4;1400;Gama Media;0,35;165599;2008-02-08;92;128800;1890;173880
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP5;Iphone 5;1600;Gama Media;0,35;165600;2008-02-08;106;169600;2160;228960
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP6;Iphone 6;1800;Gama Alta;0,45;165601;2008-02-08;92;165600;2610;240120
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS1;Galaxy S1;850;Gama Baja;0,25;165602;2008-02-08;102;86700;1062,5;108375
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS2;Galaxy S2;925;Gama Baja;0,25;165603;2008-02-08;70;64750;1156,25;80937,5
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS3;Galaxy S3;1000;Gama Media;0,35;165604;2008-02-08;94;94000;1350;126900
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS4;Galaxy S4;1075;Gama Media;0,35;165605;2008-02-08;62;66650;1451,25;89977,5
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS5;Galaxy S5;1150;Gama Alta;0,45;165606;2008-02-08;92;105800;1667,5;153410
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS6;Galaxy S6;1225;Gama Alta;0,45;165607;2008-02-08;100;122500;1776,25;177625
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;MG;Motorola G;780;Gama Media;0,35;165608;2008-02-08;66;51480;1053;69498
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;MX;Motorola X;548;Gama Media;0,35;165609;2008-02-08;68;37264;739,8;50306,4
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;SXU;Sony Xperia U;999;Gama Alta;0,45;165610;2008-02-08;106;105894;1448,55;153546,3
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;AO1;Alcatel One;700;Gama Baja;0,25;165611;2008-02-08;84;58800;875;73500
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;LGP;LG Pro;358;Gama Alta;0,45;165612;2008-02-08;102;36516;519,1;52948,2
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP2;Iphone 2;1000;Gama Baja;0,25;165613;2008-02-08;28;28000;1250;35000
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP3;Iphone 3;1200;Gama Baja;0,25;165614;2008-02-08;56;67200;1500;84000
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP4;Iphone 4;1400;Gama Media;0,35;165615;2008-02-08;56;78400;1890;105840
